#Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
#Radial velocity: 0 km/s
#Wavelength accuracy upper limit: 5%
#Element/Spectrum: H I, He I-II, O I-IV, C I-IV, Ne I-III, Fe I-III, N I-IV, Si I-IV, Mg I-IV, S I-IV, V I-II, Cr I-II, Ni I-II, Sc I-II, Ti I-II, Ca I-II, Na I-II
#Minimum line strength: -0.5 Type: log(gf)
#Include lines without atomic data: false
#Minimum abundance: no minimum
#Lower level energy range: no restrictions   Unit: cm^-1
#Upper level energy range: no restrictions
#Maximum for principal quantum number n: no restrictions
#Transition types included: E1
#Transitions from auto-ionizing levels: included
wl_air, spc, -lg(gf), tpf, ref
5681.898,	Fe III,	-0.1649,	30,	ASD
5682.1988,	Ni I,	-0.4685,	ASD,	095
5683.559,	Fe III,	-0.0841,	30,	ASD
5685.162,	Fe III,	-0.2823,	30,	ASD
5686.8,		N III,	-0.1198,	3,	ASD
5688.2046,	Na I,	-0.4351,	19,	ASD
5688.817,	Si II,	0.016,	3,	ASD
5689.488,	Ti I,	-0.4687,	ASD,	ASD
5692.393,	Fe III,	0.2014,	30,	ASD
5694.731,	Cr I,	-0.3217,	ASD,	ASD
5695.633,	Fe III,	0.2148,	30,	ASD
5695.916,	C III,	0.0173,	9,	ASD
5695.955,	Fe III,	-0.4855,	30,	ASD
5697.461,	N II,	-0.2349,	3,	030
5698.52,	V I,	-0.1104,	ASD,	ASD
5698.721,	N II,	0.0361,	3,	030
5701.071,	Fe III,	-0.4609,	30,	ASD
5701.37,	Si II,	-0.1698,	3,	ASD
5701.916,	Ni II,	-0.2993,	30,	100
5702.716,	Ni II,	-0.433,	30,	100
5703.575,	V I,	-0.2112,	ASD,	ASD
5704.59,	Si III,	-0.3438,	3,	ASD
5706.42,	Si II,	-0.3743,	3,	ASD
5706.978,	V I,	-0.4538,	ASD,	ASD
5712.86,	S IV,	-0.1672,	r3,	ASD
5712.89,	Fe III,	-0.1878,	30,	ASD
5712.933,	Fe III,	0.0864,	30,	ASD
5713.2,		N III,	-0.3771,	3,	ASD
5713.253,	Ni II,	-0.2,	30,	100
5713.981,	Fe III,	0.4728,	30,	ASD
5715.0669,	Ni I,	-0.3458,	30,	095
5715.68,	Ni II,	-0.3458,	30,	100
5716.287,	Si III,	-0.1844,	3,	ASD
5718.099,	Ni II,	-0.15,	30,	100
5721.0,		C III,	-0.4176,	3,	"ASD,	070"
5722.023,	Fe III,	-0.2069,	30,	ASD
5722.468,	Fe III,	0.1239,	30,	ASD
5725.641,	V I,	0.014,	ASD,	ASD
5727.048,	V I,	-0.0114,	ASD,	ASD
5731.832,	Fe III,	-0.064,	30,	ASD
5733.417,	Fe III,	0.2253,	30,	ASD
5734.847,	Fe III,	-0.0311,	30,	ASD
5736.93,	N IV,	-0.3439,	3,	ASD
5739.734,	Si III,	-0.0766,	17,	ASD
5744.206,	Fe III,	0.3598,	30,	ASD
5749.812,	Fe III,	0.0212,	30,	ASD
5753.1224,	Fe I,	-0.3696,	30,	061
5755.678,	Fe III,	-0.0269,	30,	ASD
5756.394,	Fe III,	0.5092,	30,	ASD
5762.9922,	Fe I,	-0.0921,	30,	061
5764.4198,	Ne I,	-0.2993,	6,	023
5768.388,	Fe III,	-0.0381,	30,	ASD
5768.394,	Fe III,	-0.0452,	3,	ASD
5768.398,	Fe III,	-0.0294,	3,	ASD
5771.658,	C III,	0.1771,	u3,	ASD
5773.278,	Fe III,	0.1106,	30,	ASD
5774.0369,	Ti I,	0.4808,	ASD,	ASD
5774.072,	Fe III,	-0.1831,	30,	ASD
5783.886,	Cr I,	-0.2951,	ASD,	ASD
5785.024,	Cr I,	-0.3786,	ASD,	ASD
5785.73,	Si II,	0.0054,	3,	ASD
5785.9792,	Ti I,	0.6001,	ASD,	ASD
5787.965,	Cr I,	-0.0827,	ASD,	ASD
5788.789,	Fe III,	0.1818,	30,	ASD
5791.69,	C II,	0.1129,	3,	ASD
5793.3,		C II,	-0.2551,	3,	ASD
5794.44,	C II,	-0.1284,	3,	ASD
5794.67,	C II,	-0.0042,	3,	ASD
5794.89,	Si II,	0.26,	3,	ASD
5795.867,	Fe III,	-0.2958,	30,	ASD
5796.708,	Ni II,	-0.2848,	30,	100
5797.77,	Ni II,	-0.1403,	30,	100
5799.933,	Fe III,	0.2742,	30,	ASD
5800.454,	Si II,	-0.0787,	3,	ASD
5801.34,	C IV,	-0.1944,	8,	045
5804.2652,	Ti I,	0.7122,	ASD,	ASD
5805.153,	Fe III,	-0.048,	3,	ASD
5806.731,	Si II,	-0.1126,	3,	ASD
5811.97,	C IV,	-0.4963,	8,	045
5813.302,	Fe III,	0.2122,	30,	ASD
5816.945,	Fe III,	-0.3382,	30,	ASD
5817.361,	Fe III,	-0.4034,	30,	ASD
5818.516,	Fe III,	0.4983,	30,	ASD
5821.369,	Fe III,	0.1732,	30,	ASD
5826.417,	C III,	0.4159,	U3,	ASD
5830.61,	Fe III,	0.6107,	30,	ASD
5833.2,		C III,	-0.1746,	u3,	"ASD,	070"
5833.938,	Fe III,	0.6294,	30,	ASD
5838.033,	Fe III,	0.4409,	30,	ASD
5843.24,	Fe III,	0.0492,	30,	ASD
5847.94,	N III,	-0.4956,	3,	ASD
5848.744,	Fe III,	0.6253,	30,	ASD
5848.782,	Fe III,	0.4503,	30,	ASD
5850.3,		Fe III,	0.1271,	30,	ASD
5851.2,		N IV,	-0.3597,	3,	ASD
5852.09,	Fe III,	-0.295,	30,	ASD
5852.4879,	Ne I,	-0.4895,	6,	023
5853.48,	Fe III,	0.2504,	30,	ASD
5854.62,	Fe III,	0.8169,	30,	ASD
5857.451,	Ca I,	0.0229,	3,	ASD
5857.752,	Ni I,	-0.4023,	30,	095
5859.1,		S IV,	0.0771,	r3,	ASD
5859.5863,	Fe I,	-0.4191,	30,	061
5860.96,	Fe III,	0.3096,	30,	ASD
5862.3565,	Fe I,	-0.1273,	30,	061
5863.89,	Fe III,	-0.1063,	30,	ASD
5864.06,	Fe III,	0.2253,	30,	ASD
5864.22,	Fe III,	-0.4179,	30,	ASD
5865.8,		C IV,	-0.477,	1,	070
5865.8,		C IV,	-0.4034,	1,	070
5865.9,		C IV,	-0.4375,	1,	"045,	070"
5865.9,		C IV,	-0.4852,	1,	070
5867.43,	Si II,	-0.1171,	3,	ASD
5868.44,	Si II,	0.2843,	3,	ASD
5875.6139605,	He I,	-0.3388,	31,	112
5875.6148281,	He I,	0.4087,	31,	112
5875.6250884,	He I,	-0.3388,	31,	112
5875.6403524,	He I,	0.1375,	31,	112
5875.9662636,	He I,	-0.2142,	31,	112
5876.34,	Fe III,	0.716,	30,	ASD
5880.25,	Fe III,	-0.262,	30,	ASD
5884.51,	Fe III,	-0.4634,	30,	ASD
5886.63,	Fe III,	-0.2132,	30,	ASD
5889.78,	C II,	-0.1931,	24,	ASD
5889.95,	Na I,	0.1134,	19,	ASD
5890.95,	S II,	-0.0864,	3,	ASD
5891.6,		C II,	-0.4484,	24,	ASD
5891.9,		Fe III,	0.5051,	30,	ASD
5892.77,	Fe III,	-0.4559,	30,	ASD
5895.924,	Na I,	-0.1882,	19,	ASD
5898.67,	Fe III,	0.618,	30,	ASD
5898.79,	Si III,	0.3588,	3,	ASD
5900.2,		C II,	-0.0791,	24,	ASD
5900.7,		Fe III,	-0.4559,	30,	ASD
5901.32,	Fe III,	-0.342,	30,	ASD
5907.21,	C II,	-0.3716,	24,	ASD
5912.41,	Fe III,	-0.289,	30,	ASD
5914.1121,	Fe I,	-0.3747,	30,	061
5914.2013,	Fe I,	-0.1308,	30,	061
5915.19,	Si II,	-0.0872,	3,	ASD
5918.01,	Fe III,	-0.1273,	30,	ASD
5918.08,	Fe III,	-0.266,	30,	ASD
5919.87,	Fe III,	0.5224,	30,	ASD
5920.12,	Fe III,	-0.062,	30,	ASD
5920.39,	Fe III,	-0.2487,	30,	ASD
5927.815,	N II,	-0.2973,	12,	030
5929.61,	Fe III,	-0.3439,	30,	ASD
5929.69,	Fe III,	0.3617,	30,	ASD
5930.1806,	Fe I,	-0.2285,	ASD,	061
5931.782,	N II,	0.0475,	12,	030
5934.37,	Ne III,	0.3134,	3,	008
5939.02,	Fe III,	-0.3625,	30,	ASD
5940.08,	Fe III,	0.3874,	30,	ASD
5940.1,		Fe III,	0.3579,	30,	ASD
5940.11,	Fe III,	-0.3072,	30,	ASD
5940.241,	N II,	-0.4524,	12,	030
5940.56,	Fe III,	-0.4389,	30,	ASD
5941.654,	N II,	0.3068,	12,	030
5946.64,	Fe III,	-0.2941,	30,	ASD
5950.51,	Fe III,	-0.3778,	30,	ASD
5952.31,	Fe III,	-0.3675,	30,	ASD
5952.387,	N II,	-0.4814,	12,	030
5952.777,	Ni II,	-0.4868,	30,	100
5953.162,	Ti I,	-0.3286,	ASD,	ASD
5953.61,	Fe III,	0.1644,	30,	ASD
5956.81,	Fe III,	0.4232,	30,	ASD
5957.56,	Si II,	-0.3386,	3,	ASD
5959.96,	S II,	-0.495,	3,	ASD
5961.7055,	Fe II,	0.6925,	ASD,	094
5962.46,	Fe III,	-0.4437,	30,	ASD
5965.828,	Ti I,	-0.409,	ASD,	ASD
5976.76,	Fe III,	0.0043,	30,	ASD
5978.35,	Fe III,	0.4014,	30,	ASD
5978.53,	Fe III,	0.4014,	30,	ASD
5978.543,	Ti I,	-0.4956,	ASD,	ASD
5978.93,	Si II,	-0.0392,	3,	ASD
5979.32,	Fe III,	0.1492,	30,	ASD
5980.71,	Fe III,	-0.172,	30,	ASD
5980.89,	Fe III,	0.4683,	30,	ASD
5981.07,	Fe III,	0.6656,	30,	ASD
5984.21,	Fe III,	-0.3757,	30,	ASD
5984.38,	Fe III,	0.4425,	30,	ASD
5984.56,	Fe III,	0.8692,	30,	ASD
5984.8151,	Fe I,	-0.1959,	30,	061
5984.82,	Fe III,	-0.426,	30,	ASD
5987.0649,	Fe I,	-0.4295,	30,	061
5988.92,	Fe III,	0.2672,	30,	ASD
5989.1,		Fe III,	1.0374,	30,	ASD
5994.6,		Fe III,	-0.1837,	30,	ASD
5999.54,	Fe III,	0.3674,	30,	ASD
6000.09,	Fe III,	0.4579,	30,	ASD
6004.65,	Fe III,	-0.3036,	30,	ASD
6013.64,	Fe III,	0.0969,	30,	ASD
6015.28,	Fe III,	0.5237,	30,	ASD
6017.944,	Ni II,	-0.3497,	30,	100
6019.357,	Ni II,	-0.4634,	30,	100
6020.81,	Fe III,	0.1367,	30,	ASD
6024.468,	Ni II,	-0.4306,	30,	100
6028.87,	Fe III,	0.5944,	30,	ASD
6030.24,	Si II,	-0.2536,	3,	ASD
6031.02,	Fe III,	0.4048,	30,	ASD
6032.6,		Fe III,	0.5038,	30,	ASD
6032.67,	Fe III,	0.5302,	30,	ASD
6034.2,		C II,	-0.111,	3,	ASD
6034.2,		C II,	-0.4999,	3,	ASD
6034.4,		C II,	-0.2958,	3,	ASD
6035.52,	Fe III,	-0.1831,	30,	ASD
6036.55,	Fe III,	0.752,	30,	ASD
6037.409,	Ni II,	-0.2716,	30,	100
6037.85,	C II,	0.0526,	3,	ASD
6039.08,	Fe III,	-0.4498,	30,	ASD
6042.92,	Fe III,	0.4183,	30,	ASD
6044.14,	Fe III,	-0.224,	30,	ASD
6044.52,	S II,	-0.4972,	3,	ASD
6047.96,	Fe III,	-0.1337,	30,	ASD
6048.35,	Fe III,	0.2014,	30,	ASD
6048.71,	Fe III,	0.6128,	30,	ASD
6049.74,	Fe III,	-0.4056,	30,	ASD
6054.18,	Fe III,	0.4843,	30,	ASD
6054.75,	Fe III,	-0.2411,	30,	ASD
6054.92,	Fe III,	-0.4449,	30,	ASD
6055.77,	Fe III,	-0.4283,	30,	ASD
6055.85,	Fe III,	-0.308,	30,	ASD
6056.0047,	Fe I,	-0.4602,	ASD,	061
6056.34,	Fe III,	0.3324,	30,	ASD
6057.13,	Fe III,	0.2788,	30,	ASD
6057.63,	Fe III,	-0.2388,	30,	ASD
6058.44,	Fe III,	0.3075,	30,	ASD
6059.01,	Fe III,	-0.4498,	30,	ASD
6062.007,	Ni II,	-0.061,	30,	100
6077.79,	Fe III,	-0.2403,	30,	ASD
6078.4911,	Fe I,	-0.3206,	30,	061
6079.61,	Si II,	0.1109,	3,	ASD
6082.05,	Fe III,	-0.3809,	30,	ASD
6084.23,	Fe III,	-0.2111,	30,	ASD
6086.37,	Si II,	-0.291,	3,	ASD
6090.21,	V I,	-0.0615,	ASD,	ASD
6091.174,	Ti I,	-0.4228,	ASD,	ASD
6094.209,	Ni II,	0.4166,	30,	100
6095.29,	C II,	0.0071,	24,	ASD
6096.1638,	Ne I,	-0.3116,	6,	023
6098.51,	C II,	0.2263,	24,	ASD
6098.694,	Ti I,	-0.0104,	ASD,	ASD
6107.6,		N III,	-0.3562,	3,	ASD
6114.07,	Ne III,	0.4599,	3,	008
6114.81,	Ne III,	0.6202,	3,	008
6117.46,	Fe III,	-0.2472,	30,	ASD
6117.74,	Ne III,	-0.4434,	3,	008
6119.52,	V I,	-0.32,	ASD,	ASD
6122.217,	Ca I,	-0.3175,	17,	ASD
6130.55,	Ne III,	0.083,	3,	008
6131.823,	Ni II,	-0.4815,	30,	100
6134.33,	Ne III,	0.5087,	3,	008
6134.61,	Ne III,	0.3045,	3,	008
6136.89,	Fe III,	0.1399,	30,	ASD
6138.94,	S II,	-0.4683,	3,	ASD
6140.7,		S IV,	0.3603,	R3,	ASD
6140.73,	Ne III,	0.2072,	3,	008
6141.48,	Ne III,	0.7934,	3,	008
6143.0632,	Ne I,	-0.1013,	6,	023
6144.75,	Fe III,	0.5752,	30,	ASD
6148.246,	Ni II,	0.1335,	30,	100
6150.0,		Fe III,	0.5502,	30,	ASD
6151.27,	C II,	-0.1498,	24,	ASD
6151.53,	C II,	0.0035,	24,	ASD
6154.54,	Fe III,	-0.4342,	30,	ASD
6154.87,	Si II,	-0.2959,	3,	ASD
6158.187,	O I,	-0.3977,	3,	ASD
6160.15,	Si II,	-0.2628,	3,	ASD
6162.173,	Ca I,	-0.0913,	17,	ASD
6165.53,	Fe III,	0.3502,	30,	ASD
6166.34,	Fe III,	0.0569,	30,	ASD
6167.755,	N II,	0.0638,	3,	030
6169.73,	Fe III,	0.6749,	30,	ASD
6169.75,	Fe III,	0.7513,	30,	ASD
6169.83,	Si III,	-0.3727,	3,	ASD
6170.164,	N II,	-0.2674,	3,	030
6170.506,	Fe I,	-0.4303,	ASD,	061
6173.045,	Ni II,	-0.262,	30,	100
6173.312,	N II,	-0.0969,	3,	030
6174.585,	Ni II,	-0.3904,	30,	100
6178.657,	Ni II,	-0.3862,	30,	100
6180.8,		Fe III,	-0.251,	30,	ASD
6183.0,		O IV,	-0.4814,	3,	ASD
6185.26,	Fe III,	-0.2313,	30,	ASD
6186.013,	Ni II,	0.017,	30,	100
6186.08,	Fe III,	-0.2381,	30,	ASD
6189.1,		N IV,	-0.3285,	3,	ASD
6191.42,	Fe III,	0.5911,	30,	ASD
6194.422,	Ni II,	-0.2588,	30,	100
6194.61,	Fe III,	-0.4908,	30,	ASD
6194.78,	Fe III,	0.4265,	30,	ASD
6200.958,	Ni II,	-0.0128,	30,	100
6201.37,	Fe III,	0.3424,	30,	ASD
6203.04,	Fe III,	-0.1681,	30,	ASD
6206.0,		Ne III,	0.363,	3,	008
6206.09,	Fe III,	-0.383,	30,	ASD
6206.78,	Ne III,	-0.2233,	3,	008
6208.8,		Ne III,	-0.1265,	3,	008
6209.08,	Ne III,	0.0776,	3,	008
6210.18,	Ne III,	-0.3484,	3,	008
6212.8,		C II,	-0.1972,	3,	ASD
6213.9,		C II,	-0.0424,	3,	ASD
6215.4,		N IV,	-0.3406,	r3,	ASD
6219.9,		N IV,	-0.1191,	r3,	ASD
6220.5,		Ti I,	-0.1359,	ASD,	ASD
6222.56,	C II,	-0.0741,	3,	ASD
6224.153,	Ni II,	-0.0092,	30,	100
6239.61,	Si II,	0.1647,	3,	ASD
6239.66,	Si II,	0.052,	3,	ASD
6242.411,	N II,	-0.0597,	3,	030
6243.488,	Ni II,	0.5999,	30,	100
6247.014,	Ni II,	0.4997,	30,	100
6250.76,	C II,	-0.1954,	24,	ASD
6253.1,		S IV,	0.0972,	R3,	ASD
6256.52,	C II,	-0.3936,	24,	ASD
6258.104,	Ti I,	-0.3546,	ASD,	ASD
6258.709,	Ti I,	-0.2401,	ASD,	ASD
6259.48,	Ni II,	0.1239,	30,	100
6261.101,	Ti I,	-0.4786,	ASD,	ASD
6261.75,	Ne III,	-0.2701,	3,	008
6266.4957,	Ne I,	-0.3696,	6,	023
6278.952,	Ni II,	-0.3098,	30,	100
6286.632,	Ni II,	0.017,	30,	100
6288.511,	Ni II,	-0.2006,	30,	100
6298.518,	Ni II,	-0.1141,	30,	100
6298.53,	Ne III,	-0.0016,	3,	008
6302.442,	Ni II,	0.0792,	30,	100
6302.553,	Ni II,	0.3075,	30,	100
6305.48,	S II,	-0.1405,	22,	ASD
6314.46,	Si III,	-0.1515,	3,	ASD
6319.828,	Ni II,	0.1173,	30,	100
6332.194,	Ni II,	-0.0191,	30,	100
6334.4287,	Ne I,	-0.3151,	6,	023
6337.115,	Ni II,	-0.3206,	30,	100
6340.575,	N II,	-0.1668,	3,	030
6340.994,	Ni II,	-0.1938,	30,	100
6341.255,	Ni II,	-0.4425,	30,	100
6341.762,	Ni II,	0.716,	30,	100
6346.74,	Mg II,	0.0139,	18,	ASD
6346.96,	Mg II,	-0.1409,	18,	ASD
6347.11,	Si II,	0.1696,	7,	ASD
6350.738,	Ni II,	-0.2299,	30,	100
6356.544,	N II,	-0.4389,	3,	030
6361.39,	Ni II,	0.1461,	30,	100
6365.323,	Ni II,	0.3945,	30,	100
6366.335,	O I,	-0.4484,	3,	ASD
6371.201,	Ni II,	0.8149,	30,	100
6371.37,	Si II,	-0.1326,	7,	ASD
6373.467,	Ni II,	0.0864,	30,	100
6378.253,	Ni II,	-0.3325,	30,	100
6379.023,	Ni II,	0.0607,	30,	100
6380.488,	Ni II,	0.0792,	30,	100
6382.8,		C II,	-0.4785,	3,	ASD
6382.9923,	Ne I,	-0.2358,	6,	023
6385.67,	C II,	-0.3149,	3,	ASD
6387.19,	Ni II,	-0.3778,	30,	100
6388.206,	Ni II,	0.2041,	30,	100
6388.374,	Ni II,	0.3909,	30,	100
6394.8,		N III,	-0.2781,	3,	ASD
6396.78,	Ne III,	-0.0558,	3,	008
6397.36,	S II,	-0.4335,	22,	ASD
6397.695,	Ni II,	0.9809,	30,	100
6398.252,	Ni II,	-0.0079,	30,	100
6399.222,	Ni II,	-0.4045,	30,	100
6400.0004,	Fe I,	-0.0878,	30,	061
6401.931,	Ni II,	0.7007,	30,	100
6402.2484,	Ne I,	0.3304,	6,	023
6402.288,	Ni II,	-0.2,	30,	100
6402.39,	Ni II,	0.1461,	30,	100
6404.281,	Ni II,	0.017,	30,	100
6406.58,	Ne III,	0.2146,	3,	008
6411.6481,	Fe I,	-0.3778,	30,	061
6411.913,	Ni II,	0.9122,	30,	100
6419.86,	Ne III,	0.7907,	3,	008
6419.9488,	Fe I,	-0.2498,	ASD,	061
6419.959,	Ni II,	-0.2083,	30,	100
6423.139,	Ni II,	-0.4535,	30,	100
6425.364,	Ni II,	0.3181,	30,	100
6428.773,	Ni II,	0.6618,	30,	100
6429.455,	Ni II,	-0.4597,	30,	"100,	101"
6430.501,	Ni II,	-0.3372,	30,	"100,	101"
6435.2,		S IV,	-0.2998,	3,	ASD
6435.394,	Ni II,	-0.1433,	30,	100
6437.562,	Ni II,	-0.091,	30,	"100,	101"
6439.075,	Ca I,	0.3771,	17,	ASD
6440.996,	Ni II,	0.8312,	30,	"100,	101"
6441.444,	Ni II,	0.8228,	30,	100
6443.794,	Ni II,	-0.3655,	30,	"100,	101"
6444.832,	Ni II,	-0.063,	30,	"100,	101"
6444.837,	Ni II,	-0.4737,	30,	"100,	101"
6445.348,	Ni II,	-0.1688,	30,	"100,	101"
6447.979,	Ni II,	0.2695,	30,	100
6450.284,	Ni II,	0.1206,	30,	"100,	101"
6451.574,	Ni II,	-0.0947,	30,	"100,	101"
6451.808,	Ni II,	0.2227,	30,	"100,	101"
6452.849,	Ni II,	-0.1481,	30,	"100,	101"
6452.857,	Ni II,	-0.4597,	30,	"100,	101"
6454.1,		N III,	-0.2543,	3,	ASD
6454.9,		S IV,	-0.2273,	3,	ASD
6455.557,	Ni II,	0.1271,	30,	"100,	101"
6455.682,	Ni II,	0.3385,	30,	"100,	101"
6456.295,	Ni II,	0.0756,	30,	"100,	101"
6456.704,	Ni II,	-0.2069,	30,	"100,	101"
6456.866,	Ni II,	-0.1152,	30,	"100,	101"
6456.87,	Ca II,	0.1714,	1,	ASD
6456.87,	Ca II,	0.0587,	1,	ASD
6457.033,	Ni II,	-0.0942,	30,	"100,	101"
6457.354,	Ni II,	0.0864,	30,	"100,	101"
6458.593,	Ni II,	-0.262,	30,	"100,	101"
6459.741,	Ni II,	0.9768,	30,	"100,	101"
6459.908,	Ni II,	-0.0429,	30,	"100,	101"
6460.112,	Ni II,	0.8579,	30,	"100,	101"
6460.196,	Ni II,	0.8681,	30,	"100,	101"
6460.29,	C III,	-0.3831,	3,	ASD
6461.95,	C II,	0.0463,	24,	ASD
6462.096,	Ni II,	0.7917,	30,	"100,	101"
6462.13,	C II,	0.1586,	24,	ASD
6462.567,	Ca I,	0.2164,	17,	ASD
6462.986,	Ni II,	0.9232,	30,	"100,	101"
6463.767,	Ni II,	0.2068,	30,	"100,	101"
6465.485,	Ni II,	-0.1409,	30,	"100,	101"
6466.439,	Ni II,	-0.4673,	30,	100
6467.0,		N III,	0.0247,	3,	ASD
6467.493,	Ni II,	0.3892,	30,	"100,	101"
6469.276,	Ni II,	0.3404,	30,	"100,	101"
6470.122,	Ni II,	0.4955,	30,	"100,	101"
6470.499,	Ni II,	-0.1878,	30,	"100,	101"
6470.808,	Ni II,	-0.1858,	30,	"100,	101"
6472.048,	Ni II,	-0.1811,	30,	"100,	101"
6473.369,	Ni II,	0.2279,	30,	"100,	101"
6473.461,	Ni II,	0.281,	30,	"100,	101"
6473.549,	Ni II,	0.5237,	30,	"100,	101"
6473.75,	Si III,	-0.3327,	3,	ASD
6473.92,	Si III,	-0.2146,	3,	ASD
6474.1,		Si III,	-0.0995,	3,	ASD
6474.74,	Ni II,	0.7952,	30,	"100,	101"
6474.828,	Ni II,	0.8488,	30,	"100,	101"
6475.201,	Ni II,	0.1761,	30,	"100,	101"
6476.363,	Ni II,	0.2695,	30,	"100,	101"
6477.437,	Ni II,	0.2672,	30,	"100,	101"
6479.242,	Ni II,	0.1847,	30,	"100,	101"
6480.422,	Ni II,	0.5302,	30,	"100,	101"
6480.796,	Ni II,	-0.3958,	30,	"100,	101"
6480.847,	Ni II,	0.3541,	30,	"100,	101"
6480.99,	Ni II,	-0.1599,	30,	"100,	101"
6480.998,	Ni II,	0.2788,	30,	"100,	101"
6481.111,	Ni II,	0.1492,	30,	"100,	101"
6481.342,	Ni II,	0.1303,	30,	"100,	101"
6481.679,	Ni II,	0.7559,	30,	"100,	101"
6481.78,	Ni II,	0.8007,	30,	"100,	101"
6481.83,	Ni II,	-0.06,	30,	"100,	101"
6481.985,	Ni II,	-0.2848,	30,	"100,	101"
6481.99,	Ni II,	0.2068,	30,	"100,	101"
6482.049,	N II,	-0.3112,	12,	030
6482.671,	Ni II,	0.4232,	30,	"100,	101"
6482.671,	Ni II,	0.5428,	30,	"100,	101"
6482.809,	Ni II,	-0.015,	30,	"100,	101"
6482.818,	Ni II,	0.2122,	30,	"100,	101"
6482.935,	Ni II,	-0.295,	30,	"100,	101"
6483.373,	Ni II,	-0.3307,	30,	"100,	101"
6483.97,	O II,	-0.1901,	3,	ASD
6484.344,	Ni II,	0.0682,	30,	"100,	101"
6484.369,	Ni II,	-0.0301,	30,	"100,	101"
6485.593,	Ni II,	-0.279,	30,	"100,	101"
6485.598,	Ni II,	0.5024,	30,	"100,	101"
6486.536,	Ni II,	0.4843,	30,	"100,	101"
6486.545,	Ni II,	0.0531,	30,	"100,	101"
6486.784,	Ni II,	0.3945,	30,	"100,	101"
6487.542,	Ni II,	0.5185,	30,	"100,	101"
6487.664,	Ni II,	0.1847,	30,	"100,	101"
6488.056,	Ni II,	0.2856,	30,	"100,	101"
6488.144,	Ni II,	0.017,	30,	"100,	101"
6488.153,	Ni II,	0.3263,	30,	"100,	101"
6489.163,	Ni II,	-0.3665,	30,	"100,	101"
6489.707,	Ni II,	0.1673,	30,	"100,	101"
6489.867,	Ni II,	-0.383,	30,	"100,	101"
6489.955,	Ni II,	-0.1688,	30,	"100,	101"
6491.91,	O II,	-0.3456,	3,	ASD
6492.923,	Ni II,	0.7292,	30,	"100,	101"
6493.425,	Ni II,	0.3711,	30,	"100,	101"
6493.781,	Ca I,	-0.0445,	17,	ASD
6494.981,	Ni II,	-0.4283,	30,	"100,	101"
6495.7,		S IV,	-0.3373,	3,	ASD
6499.863,	Ni II,	0.3053,	30,	100
6506.02,	O II,	-0.4441,	3,	ASD
6506.5291,	Ne I,	-0.0329,	6,	023
6507.55,	O III,	-0.1199,	3,	039
6508.822,	Ni II,	0.7701,	30,	100
6509.457,	Ni II,	0.0253,	30,	100
6510.25,	Ni II,	-0.4353,	30,	100
6517.839,	Ni II,	-0.2041,	30,	100
6521.49,	Si III,	0.0109,	3,	ASD
6522.61,	Si III,	0.1816,	3,	ASD
6524.34,	Si III,	0.3417,	3,	ASD
6524.377,	Ni II,	-0.3747,	30,	100
6525.2,		S IV,	-0.3392,	3,	ASD
6528.357,	Ni II,	-0.3478,	30,	100
6528.745,	Ni II,	-0.3925,	30,	100
6531.2,		O III,	-0.4662,	3,	039
6534.933,	Ni II,	0.0453,	30,	100
6537.826,	Ni II,	-0.4001,	30,	100
6545.94,	Mg II,	0.0416,	1,	ASD
6545.99,	Mg II,	0.1543,	1,	ASD
6546.3,		S IV,	-0.1565,	r3,	ASD
6546.53,	Ni II,	-0.1898,	30,	100
6548.348,	Ni II,	-0.1959,	30,	100
6552.0,		S IV,	0.3402,	3,	ASD
6552.1,		S IV,	0.0604,	3,	ASD
6558.9,		C IV,	-0.3392,	1,	045
6558.9,		C IV,	-0.4519,	1,	045
6560.1,		C IV,	-0.1568,	1,	070
6560.1,		C IV,	-0.3003,	1,	"045,	070"
6560.1,		C IV,	-0.2699,	1,	070
6560.1,		C IV,	-0.2071,	1,	070
6560.1,		C IV,	-0.2113,	1,	"045,	070"
6560.1,		C IV,	-0.2304,	1,	070
6560.1,		He II,	0.7587,	28,	007
6561.5,		O III,	0.28,	3,	039
6562.8,		H I,	0.71,	28,	007
6563.4,		N IV,	-0.4101,	3,	ASD
6565.283,	O II,	0.0446,	3,	ASD
6571.108,	O II,	-0.1107,	3,	ASD
6578.05,	C II,	-0.0366,	24,	ASD
6582.4,		Ni II,	0.4456,	30,	100
6582.88,	C II,	-0.3383,	24,	ASD
6587.8,		N IV,	-0.3655,	U3,	ASD
6589.45,	Ni II,	0.0607,	30,	100
6592.6,		C IV,	-0.4823,	3,	045
6594.69,	Ni II,	0.0334,	30,	100
6594.9,		S IV,	0.0956,	r3,	ASD
6598.9531,	Ne I,	-0.3546,	6,	023
6600.0,		C III,	-0.3438,	3,	"ASD,	070"
6600.1,		C III,	-0.2257,	3,	"ASD,	070"
6600.3,		C III,	-0.1106,	3,	"ASD,	070"
6607.95,	Ni II,	-0.4763,	30,	100
6608.5,		N IV,	-0.4669,	3,	ASD
6610.56,	N II,	0.4406,	12,	030
6613.62,	N II,	-0.3658,	3,	030
6627.37,	O II,	-0.3427,	3,	ASD
6629.79,	N II,	-0.25,	3,	030
6634.66,	Ni II,	-0.3936,	30,	100
6644.3,		O III,	-0.4736,	3,	039
